,campagne,code_postal,code_postal_naissance,csp,debit_cb,flag_banque_principale,flag_epargne,nature_cb,patrimoine,regime_matrimonial,revenus_annuels,encours,cible,AGE,Parrain,domain,Sex,country_connexion,pays_de_naissance
25671,868.0,44340.0,44000.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,430.0,0,34.0,1,6.0,1,-2.0,1.0
25672,1482.0,44240.0,49300.0,11.0,0.0,0.0,0.0,1.0,2.0,6.0,4.0,601.38,0,35.0,0,3.0,1,1.0,1.0
25673,304.0,53000.0,44000.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,0,28.0,0,4.0,0,1.0,1.0
25675,868.0,59000.0,74000.0,13.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,380.0,0,28.0,1,3.0,0,1.0,1.0
25678,300.0,97410.0,29200.0,18.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,216.25,0,27.0,0,1.0,1,9.0,1.0
25680,307.0,28000.0,37170.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1123.57,0,27.0,0,3.0,0,1.0,1.0
25681,868.0,31150.0,31000.0,2.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,255.77,0,49.0,1,6.0,1,1.0,1.0
25682,921.0,78540.0,75019.0,6.0,0.0,1.0,1.0,1.0,2.0,2.0,2.0,34960.0,1,63.0,0,16.0,0,1.0,1.0
25684,868.0,31500.0,72000.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,480.0,0,24.0,1,1.0,-1,1.0,1.0
25690,868.0,18000.0,75019.0,2.0,0.0,0.0,1.0,1.0,0.0,6.0,2.0,6449.01,1,30.0,1,3.0,0,1.0,1.0
25692,868.0,69300.0,51100.0,16.0,0.0,0.0,0.0,1.0,0.0,5.0,2.0,71.86,0,36.0,1,0.0,1,1.0,1.0
25694,1543.0,93100.0,77100.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,486.0,0,52.0,0,15.0,0,1.0,1.0
25696,868.0,38460.0,58000.0,12.0,2.0,0.0,0.0,0.0,0.0,6.0,1.0,380.0,0,26.0,1,3.0,1,1.0,1.0
25699,868.0,78000.0,75014.0,2.0,0.0,1.0,0.0,1.0,1.0,0.0,3.0,28580.0,1,33.0,1,3.0,0,1.0,1.0
25703,868.0,38120.0,99.0,4.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,20.0,0,34.0,1,1.0,1,8.0,21.0
25704,1543.0,78600.0,92600.0,2.0,0.0,0.0,1.0,1.0,1.0,4.0,2.0,450.0,0,37.0,0,3.0,1,1.0,1.0
25705,868.0,75017.0,75014.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,1242.9,1,26.0,1,3.0,1,1.0,1.0
25713,868.0,78500.0,75012.0,12.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,884.0,0,18.0,1,3.0,1,1.0,1.0
25714,868.0,75008.0,99.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,630.77,0,23.0,1,3.0,1,1.0,10.0
25715,1543.0,93430.0,75015.0,16.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,261.82,0,24.0,0,1.0,0,1.0,1.0
25716,868.0,6100.0,6000.0,16.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,490.0,0,38.0,1,3.0,0,1.0,1.0
25719,868.0,69130.0,78190.0,12.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,20.0,1,3.0,1,1.0,1.0
25720,868.0,62270.0,62300.0,4.0,2.0,0.0,0.0,0.0,1.0,2.0,1.0,367.26,0,33.0,1,1.0,0,1.0,1.0
25722,304.0,2000.0,2000.0,16.0,1.0,1.0,1.0,0.0,1.0,2.0,1.0,3272.1,1,42.0,0,3.0,0,1.0,1.0
25726,304.0,44500.0,75003.0,6.0,0.0,1.0,1.0,1.0,1.0,0.0,2.0,0.0,0,67.0,0,6.0,1,1.0,1.0
25727,1543.0,44100.0,79000.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,800.0,0,25.0,0,3.0,1,1.0,1.0
25731,868.0,30220.0,30000.0,2.0,0.0,0.0,0.0,1.0,3.0,2.0,3.0,124.01,0,54.0,1,3.0,1,1.0,1.0
25735,304.0,59000.0,59400.0,13.0,0.0,0.0,0.0,1.0,2.0,0.0,2.0,4430.0,1,39.0,0,2.0,0,1.0,1.0
25736,307.0,59380.0,59140.0,13.0,2.0,0.0,0.0,0.0,1.0,2.0,2.0,28.23,0,45.0,0,4.0,1,1.0,1.0
25737,307.0,78220.0,75014.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,3081.41,1,22.0,0,3.0,1,1.0,1.0
25741,1543.0,34970.0,34000.0,12.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,266.33,0,20.0,0,3.0,1,1.0,1.0
25743,868.0,25700.0,25400.0,6.0,0.0,1.0,1.0,1.0,0.0,2.0,2.0,5.0,0,58.0,1,4.0,1,1.0,1.0
25744,300.0,75020.0,78700.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,9.01,0,35.0,0,3.0,0,1.0,1.0
25746,868.0,30650.0,84000.0,2.0,0.0,1.0,1.0,1.0,0.0,2.0,2.0,1228.75,1,33.0,1,3.0,1,1.0,1.0
25751,1202.0,84250.0,84700.0,4.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,1.27,0,53.0,0,6.0,1,1.0,1.0
25754,456.0,13100.0,69150.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,2.0,53.3,0,26.0,0,3.0,1,1.0,1.0
25758,304.0,56890.0,92110.0,4.0,2.0,1.0,0.0,0.0,0.0,4.0,1.0,620.07,0,51.0,0,3.0,1,1.0,1.0
25763,868.0,95300.0,54000.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,380.0,0,28.0,1,1.0,1,1.0,1.0
25766,307.0,75017.0,75013.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,72.28,0,26.0,0,3.0,1,1.0,1.0
25767,868.0,26380.0,63600.0,15.0,0.0,0.0,0.0,1.0,2.0,2.0,2.0,80.0,0,55.0,1,6.0,1,1.0,1.0
25769,868.0,94320.0,94200.0,4.0,1.0,1.0,1.0,0.0,0.0,2.0,1.0,20038.11,1,36.0,1,3.0,0,1.0,1.0
25772,868.0,29200.0,99.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,415.0,0,26.0,1,1.0,1,1.0,20.0
25774,307.0,1390.0,14000.0,2.0,0.0,1.0,1.0,1.0,1.0,6.0,2.0,15170.16,1,33.0,0,3.0,1,1.0,1.0
25784,456.0,42000.0,94290.0,6.0,5.0,1.0,1.0,0.0,0.0,1.0,0.0,2093.4,1,75.0,0,15.0,0,1.0,1.0
25791,868.0,93330.0,34000.0,12.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,454.0,0,20.0,1,4.0,0,1.0,1.0
25793,868.0,75013.0,78150.0,13.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,380.0,0,34.0,1,3.0,0,1.0,1.0
25794,868.0,9000.0,99.0,12.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,2800.0,1,19.0,1,1.0,0,1.0,13.0
25795,1633.0,22680.0,50100.0,11.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,379.01,0,48.0,0,6.0,0,1.0,1.0
25802,868.0,92250.0,99.0,4.0,0.0,1.0,1.0,1.0,1.0,0.0,2.0,377.5,0,31.0,1,3.0,0,1.0,9.0
25811,307.0,22450.0,60550.0,13.0,0.0,1.0,1.0,1.0,3.0,2.0,5.0,370.0,0,56.0,0,13.0,1,1.0,1.0
25819,868.0,34800.0,99.0,2.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,380.0,0,53.0,1,3.0,0,1.0,17.0
25820,300.0,97490.0,97490.0,4.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,-299.15,0,38.0,0,14.0,0,1.0,1.0
25822,868.0,69800.0,91160.0,4.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0,27.0,1,3.0,1,1.0,1.0
25832,1543.0,54000.0,54340.0,9.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,260.0,0,29.0,0,3.0,1,1.0,1.0
25836,868.0,97200.0,97233.0,13.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,380.0,0,45.0,1,3.0,0,1.0,1.0
25840,307.0,91220.0,41120.0,2.0,0.0,0.0,0.0,1.0,2.0,2.0,2.0,240.95,0,56.0,0,3.0,-1,1.0,1.0
25843,868.0,13012.0,13008.0,4.0,1.0,1.0,1.0,0.0,3.0,1.0,1.0,373.0,0,48.0,1,8.0,-1,1.0,1.0
25848,304.0,75013.0,75014.0,13.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,20.0,0,24.0,0,3.0,1,1.0,1.0
25849,868.0,92000.0,75010.0,16.0,0.0,0.0,0.0,1.0,2.0,0.0,2.0,6860.0,1,57.0,1,10.0,0,1.0,1.0
25854,868.0,69150.0,69008.0,15.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,704.22,0,31.0,1,3.0,1,1.0,1.0
25861,868.0,72000.0,94500.0,16.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,1427.06,1,36.0,1,0.0,0,1.0,1.0
25862,1543.0,91420.0,86000.0,2.0,0.0,0.0,0.0,1.0,0.0,4.0,2.0,1075.45,0,27.0,0,1.0,0,1.0,1.0
25867,868.0,93160.0,77300.0,16.0,0.0,1.0,0.0,1.0,2.0,2.0,2.0,516.5,0,51.0,1,3.0,1,1.0,1.0
25869,868.0,95200.0,95200.0,12.0,1.0,1.0,1.0,0.0,6.0,0.0,0.0,380.0,0,20.0,1,2.0,0,8.0,1.0
25872,456.0,31170.0,31000.0,13.0,0.0,0.0,1.0,1.0,0.0,5.0,3.0,2028.15,1,30.0,0,3.0,1,3.0,1.0
25873,868.0,69100.0,7100.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,380.0,0,30.0,1,3.0,0,1.0,1.0
25876,868.0,31280.0,99.0,15.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,420.0,0,59.0,1,4.0,1,1.0,9.0
25882,868.0,13009.0,13009.0,2.0,0.0,1.0,1.0,1.0,1.0,4.0,2.0,380.0,0,38.0,1,1.0,0,1.0,1.0
25885,868.0,26200.0,58000.0,2.0,0.0,1.0,0.0,1.0,1.0,0.0,2.0,166.0,0,30.0,1,3.0,0,1.0,1.0
25886,868.0,75011.0,31000.0,4.0,0.0,0.0,1.0,1.0,1.0,0.0,2.0,380.0,0,41.0,1,0.0,-1,1.0,1.0
25887,300.0,92600.0,76000.0,9.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,477.5,0,22.0,0,3.0,1,1.0,1.0
25889,304.0,97480.0,75015.0,2.0,0.0,0.0,0.0,1.0,1.0,4.0,3.0,2280.0,1,55.0,0,3.0,1,1.0,1.0
25890,868.0,75018.0,62000.0,4.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,2800.0,1,24.0,1,3.0,0,1.0,1.0
25891,868.0,38360.0,99.0,2.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,10299.01,1,64.0,1,13.0,0,1.0,15.0
25892,868.0,6300.0,6000.0,4.0,0.0,1.0,1.0,1.0,0.0,0.0,2.0,290.55,0,29.0,1,3.0,0,1.0,1.0
25893,868.0,75015.0,99.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,211.12,0,25.0,1,3.0,0,1.0,9.0
25895,456.0,42370.0,75000.0,6.0,5.0,0.0,0.0,0.0,1.0,3.0,0.0,358.49,0,79.0,0,3.0,0,1.0,1.0
25896,868.0,49100.0,34000.0,4.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,230.0,0,27.0,1,14.0,1,1.0,1.0
25898,300.0,73490.0,38300.0,4.0,2.0,0.0,1.0,0.0,1.0,6.0,1.0,1155.95,0,37.0,0,3.0,1,1.0,1.0
25900,868.0,75007.0,49000.0,2.0,0.0,0.0,0.0,1.0,0.0,6.0,3.0,379.01,0,39.0,1,2.0,1,1.0,1.0
25901,300.0,42155.0,42300.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,880.79,0,25.0,0,3.0,1,1.0,1.0
25905,1543.0,92270.0,94000.0,13.0,0.0,0.0,1.0,1.0,3.0,6.0,2.0,598.35,0,44.0,0,20.0,1,1.0,1.0
25906,868.0,30170.0,54000.0,16.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,3625.04,1,45.0,1,3.0,1,1.0,1.0
25907,307.0,83200.0,83500.0,12.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,300.0,0,23.0,0,3.0,1,1.0,1.0
25908,868.0,65800.0,99.0,11.0,0.0,1.0,0.0,1.0,0.0,2.0,2.0,4073.66,1,64.0,1,3.0,1,1.0,3.0
25910,868.0,82600.0,75015.0,6.0,0.0,0.0,0.0,1.0,2.0,4.0,2.0,10.0,0,60.0,0,3.0,1,1.0,1.0
25916,300.0,77310.0,94320.0,16.0,5.0,1.0,0.0,0.0,0.0,2.0,0.0,700.0,0,31.0,1,3.0,0,1.0,1.0
25917,1543.0,74190.0,42400.0,2.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,27.49,0,40.0,0,3.0,0,1.0,1.0
25918,1543.0,92420.0,88400.0,2.0,0.0,0.0,0.0,1.0,1.0,4.0,2.0,458.99,0,39.0,0,0.0,0,1.0,1.0
25920,456.0,93450.0,99.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,80.0,0,27.0,0,8.0,1,1.0,10.0
25932,456.0,94440.0,91300.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,398.03,0,30.0,0,3.0,1,1.0,1.0
25934,456.0,49240.0,95880.0,7.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,2479.0,1,53.0,0,3.0,0,1.0,1.0
25937,868.0,75008.0,99.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,38.81,0,27.0,1,3.0,0,1.0,20.0
25939,868.0,95400.0,95500.0,12.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,50.0,0,22.0,1,3.0,1,1.0,1.0
25941,868.0,28200.0,28000.0,3.0,1.0,0.0,0.0,0.0,0.0,4.0,1.0,59.5,0,36.0,1,3.0,0,1.0,1.0
25946,1543.0,74000.0,69110.0,10.0,2.0,1.0,0.0,0.0,0.0,6.0,1.0,370.4,0,33.0,0,3.0,1,1.0,1.0
25950,868.0,75018.0,64100.0,4.0,0.0,0.0,0.0,1.0,0.0,6.0,2.0,10.0,0,29.0,0,8.0,1,1.0,1.0
25951,456.0,17290.0,17300.0,18.0,5.0,1.0,1.0,0.0,1.0,2.0,0.0,47.5,0,42.0,0,0.0,0,1.0,1.0
25953,300.0,57000.0,92600.0,4.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,757.6,0,31.0,1,3.0,0,1.0,1.0
25954,456.0,95210.0,92400.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,814.1,0,41.0,0,1.0,1,1.0,1.0
25956,1543.0,92400.0,99.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,274.2,0,25.0,0,3.0,1,1.0,4.0
25961,868.0,49100.0,80000.0,2.0,0.0,0.0,0.0,1.0,1.0,6.0,2.0,15.0,0,31.0,1,3.0,1,1.0,1.0
25975,868.0,94400.0,94200.0,13.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,63.99,0,23.0,1,3.0,0,1.0,1.0
25977,304.0,60160.0,99.0,4.0,1.0,1.0,0.0,0.0,1.0,4.0,1.0,2457.58,1,40.0,0,1.0,-1,1.0,3.0
25978,307.0,93160.0,92400.0,15.0,0.0,0.0,0.0,1.0,3.0,2.0,2.0,10.0,0,63.0,0,6.0,-1,2.0,1.0
25983,300.0,42155.0,42300.0,13.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,280.0,0,55.0,0,21.0,0,1.0,1.0
25985,868.0,43210.0,42100.0,4.0,1.0,0.0,0.0,0.0,1.0,2.0,1.0,300.0,0,47.0,1,10.0,0,1.0,1.0
25986,1482.0,33440.0,33000.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,16.89,0,25.0,0,14.0,0,1.0,1.0
25987,868.0,92260.0,92340.0,2.0,0.0,0.0,0.0,1.0,2.0,4.0,2.0,300.0,0,44.0,1,0.0,0,1.0,1.0
25989,868.0,64000.0,99.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,224.5,0,33.0,1,2.0,1,1.0,4.0
25992,1482.0,94350.0,75015.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1378.89,1,32.0,0,1.0,0,1.0,1.0
25996,868.0,34070.0,37170.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,380.0,0,38.0,1,3.0,0,1.0,1.0
26009,300.0,94000.0,99.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2013.25,1,33.0,0,3.0,0,1.0,10.0
26012,456.0,97232.0,13100.0,16.0,0.0,1.0,1.0,1.0,0.0,6.0,3.0,20.0,0,36.0,0,8.0,-1,1.0,1.0
26013,456.0,75003.0,62200.0,2.0,0.0,1.0,1.0,1.0,1.0,2.0,3.0,4195.17,1,41.0,0,0.0,1,1.0,1.0
26019,868.0,34170.0,59100.0,4.0,1.0,0.0,1.0,0.0,0.0,4.0,1.0,412.6,0,24.0,1,3.0,-1,1.0,1.0
26020,307.0,95500.0,99.0,4.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,7850.0,1,54.0,0,1.0,1,1.0,9.0
26026,868.0,69500.0,69003.0,6.0,0.0,0.0,0.0,1.0,3.0,2.0,2.0,78.02,0,81.0,1,9.0,1,1.0,1.0
26027,868.0,75013.0,32000.0,16.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,90.0,0,27.0,1,1.0,0,1.0,1.0
26033,868.0,37700.0,37170.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,5480.0,1,27.0,1,1.0,1,1.0,1.0
26042,868.0,59273.0,62500.0,2.0,0.0,0.0,0.0,1.0,0.0,6.0,2.0,380.0,0,33.0,1,3.0,0,1.0,1.0
26048,300.0,6360.0,78300.0,4.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1406.82,1,36.0,0,3.0,0,1.0,1.0
26050,868.0,83390.0,4000.0,13.0,0.0,1.0,1.0,1.0,0.0,0.0,2.0,377.5,0,31.0,1,3.0,1,1.0,1.0
26051,307.0,3450.0,6000.0,6.0,5.0,1.0,1.0,0.0,0.0,1.0,0.0,24.52,0,66.0,0,14.0,1,1.0,1.0
26059,456.0,80000.0,80100.0,13.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1513.03,1,32.0,0,3.0,0,1.0,1.0
26060,868.0,6800.0,6800.0,4.0,1.0,0.0,0.0,0.0,0.0,6.0,1.0,80.0,0,31.0,1,1.0,0,1.0,1.0
26061,307.0,77170.0,91080.0,2.0,0.0,0.0,1.0,1.0,2.0,6.0,2.0,3.3,0,30.0,0,3.0,1,1.0,1.0
26063,300.0,93360.0,75011.0,12.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,0,21.0,1,1.0,1,1.0,1.0
26064,1633.0,91420.0,91160.0,4.0,0.0,1.0,1.0,1.0,0.0,0.0,2.0,58.26,0,42.0,0,6.0,0,1.0,1.0
26065,868.0,75015.0,69210.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,380.0,0,30.0,1,3.0,1,1.0,1.0
26070,868.0,74960.0,75014.0,16.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,30.0,0,60.0,1,4.0,0,1.0,1.0
26074,868.0,31150.0,31150.0,15.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,380.0,0,50.0,1,3.0,0,1.0,1.0
26079,868.0,31500.0,19100.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,-17.3,0,30.0,1,3.0,1,-2.0,1.0
26082,868.0,44300.0,69130.0,12.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,0,21.0,1,4.0,1,1.0,1.0
26083,1543.0,77157.0,77160.0,4.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,50.0,0,35.0,0,1.0,1,1.0,1.0
26085,868.0,41000.0,41000.0,4.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,300.0,0,52.0,1,10.0,0,1.0,1.0
26088,300.0,69006.0,99.0,12.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0,23.0,1,2.0,-1,1.0,9.0
26089,868.0,51100.0,51100.0,12.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,10.0,0,22.0,0,1.0,0,1.0,1.0
26092,733.0,94170.0,75017.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,24780.0,1,46.0,0,0.0,0,1.0,1.0
26093,456.0,93410.0,14700.0,2.0,0.0,0.0,0.0,1.0,1.0,4.0,3.0,2280.0,1,47.0,0,1.0,1,1.0,1.0
26095,868.0,92270.0,99.0,4.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,595.05,0,30.0,1,3.0,1,1.0,3.0
26097,868.0,13007.0,84200.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,2.0,1380.0,1,32.0,1,13.0,0,1.0,1.0
26102,868.0,93200.0,75011.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1345.12,1,23.0,1,2.0,0,1.0,1.0
26105,1482.0,74330.0,6800.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,350.25,0,26.0,0,3.0,1,1.0,1.0
26109,868.0,75003.0,75014.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,379.01,0,26.0,1,3.0,0,1.0,1.0
26110,868.0,75020.0,67000.0,4.0,0.0,1.0,1.0,1.0,2.0,0.0,2.0,529.01,0,48.0,0,6.0,1,1.0,1.0
26117,868.0,59650.0,83000.0,13.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,455.18,0,39.0,1,6.0,-1,1.0,1.0
26120,868.0,30320.0,30000.0,16.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,10.0,0,45.0,1,17.0,1,1.0,1.0
26122,868.0,13310.0,13500.0,13.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,260.0,0,40.0,1,3.0,0,1.0,1.0
26123,868.0,68128.0,68100.0,13.0,0.0,0.0,0.0,1.0,0.0,6.0,2.0,510.0,0,45.0,1,6.0,1,1.0,1.0
26125,307.0,31450.0,31000.0,16.0,1.0,0.0,0.0,0.0,0.0,6.0,1.0,109.38,0,58.0,0,0.0,0,1.0,1.0
26126,300.0,78960.0,33500.0,2.0,0.0,0.0,0.0,1.0,0.0,6.0,2.0,480.0,0,28.0,0,1.0,1,1.0,1.0
26128,300.0,97310.0,95160.0,18.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,0,25.0,0,3.0,0,3.0,1.0
26130,868.0,38000.0,26000.0,2.0,0.0,0.0,0.0,1.0,2.0,2.0,2.0,380.0,0,37.0,1,1.0,1,1.0,1.0
26133,868.0,31200.0,14100.0,2.0,0.0,0.0,1.0,1.0,0.0,4.0,2.0,262.71,0,40.0,1,3.0,1,1.0,1.0
26137,868.0,93200.0,99.0,4.0,2.0,1.0,0.0,0.0,0.0,2.0,1.0,57.76,0,32.0,1,16.0,1,1.0,4.0
26140,456.0,75017.0,92310.0,2.0,0.0,1.0,0.0,1.0,1.0,0.0,2.0,2597.5,1,26.0,0,10.0,1,1.0,1.0
26144,868.0,93600.0,93150.0,12.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,2845.0,1,20.0,1,0.0,-1,1.0,1.0
26145,1543.0,22940.0,92300.0,13.0,0.0,1.0,1.0,1.0,1.0,0.0,2.0,650.0,0,47.0,0,4.0,1,1.0,1.0
26147,300.0,80000.0,99.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,23.0,1,3.0,0,1.0,9.0
26149,307.0,64000.0,64000.0,4.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,312.39,0,23.0,0,1.0,1,1.0,1.0
26159,456.0,92200.0,91160.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,500.0,0,27.0,0,3.0,1,1.0,1.0
26160,307.0,84320.0,74200.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,366.36,0,52.0,0,4.0,1,1.0,1.0
26162,300.0,59710.0,59000.0,11.0,0.0,0.0,0.0,1.0,2.0,2.0,3.0,5053.47,1,46.0,0,3.0,1,1.0,1.0
26164,300.0,91310.0,54520.0,2.0,0.0,0.0,0.0,1.0,3.0,2.0,2.0,260.15,0,35.0,0,0.0,0,1.0,1.0
26167,868.0,26300.0,26300.0,2.0,0.0,0.0,0.0,1.0,3.0,2.0,2.0,10.0,0,35.0,1,3.0,1,1.0,1.0
26168,868.0,92110.0,99.0,4.0,0.0,1.0,1.0,1.0,0.0,2.0,2.0,58.38,0,30.0,1,3.0,0,1.0,9.0
26169,300.0,45260.0,45500.0,4.0,2.0,1.0,1.0,0.0,1.0,2.0,1.0,10020.0,1,42.0,0,21.0,0,1.0,1.0
26171,300.0,78130.0,78300.0,7.0,5.0,1.0,1.0,0.0,0.0,2.0,0.0,287.56,0,32.0,0,17.0,0,1.0,1.0
26176,868.0,68128.0,60200.0,15.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,-90.0,0,38.0,1,13.0,1,1.0,1.0
26178,733.0,59000.0,75014.0,6.0,1.0,0.0,0.0,0.0,1.0,2.0,1.0,1208.0,1,69.0,0,4.0,0,1.0,1.0
26195,300.0,31400.0,50300.0,13.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,1669.7,1,42.0,0,0.0,-1,1.0,1.0
26200,456.0,60540.0,93200.0,12.0,0.0,1.0,1.0,1.0,0.0,0.0,2.0,7685.01,1,23.0,0,1.0,-1,1.0,1.0
26201,868.0,40600.0,18000.0,6.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,380.0,0,68.0,1,15.0,-1,1.0,1.0
26204,307.0,4400.0,7200.0,16.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,300.0,0,47.0,0,3.0,0,1.0,1.0
26206,300.0,91440.0,91400.0,4.0,0.0,1.0,1.0,1.0,1.0,0.0,2.0,10.0,0,44.0,0,8.0,0,1.0,1.0
26210,868.0,94160.0,75004.0,4.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,380.0,0,28.0,1,3.0,1,1.0,1.0
26218,868.0,59000.0,93290.0,12.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,0,21.0,1,8.0,1,1.0,1.0
26223,1543.0,6400.0,6400.0,4.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,1206.17,1,40.0,0,2.0,1,1.0,1.0
26232,868.0,75013.0,75013.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,380.0,0,25.0,0,1.0,0,1.0,1.0
26236,868.0,75019.0,99.0,6.0,2.0,1.0,1.0,0.0,0.0,2.0,1.0,280.0,0,61.0,1,3.0,0,-2.0,4.0
26241,307.0,21121.0,21000.0,4.0,0.0,1.0,0.0,1.0,0.0,4.0,2.0,20.0,0,32.0,0,0.0,0,1.0,1.0
26242,307.0,73200.0,99.0,15.0,1.0,0.0,1.0,0.0,3.0,2.0,1.0,530.0,0,52.0,0,6.0,0,1.0,18.0
26243,868.0,26400.0,75012.0,12.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,91.81,0,23.0,1,3.0,0,1.0,1.0
