,id_dim_personne,encours_parrain,id_parrain
982,5894751593,4287.81,2010385539.0
983,5895921560,,
984,5895942078,643.81,5523440760.0
985,5899447425,3871.46,6045215705.0
986,5899679440,,
987,5904656442,497.5,6488513803.0
988,6140183480,241.7,5943817325.0
989,5904877809,,
990,5904949120,2300.0,5019995051.0
991,5904956834,,
992,5908761946,,
993,5908945236,,
994,5909180261,3089.41,2895136489.0
995,5912355067,36395.3,5912355049.0
996,5912488456,,
997,5912667831,,
998,5912758341,,
999,5912801067,10.0,5556780363.0
1000,5912866261,183.43,3537005691.0
1001,5912942085,,
1002,5914148585,,
1003,5914169529,,
1004,5916414238,,
1005,5916481336,,
1006,5916575022,883.16,5789421022.0
1007,5916638395,27.32,5916638421.0
1008,5917797667,0.0,4871426585.0
1009,6151261867,17772.53,5074822594.0
1010,5917835183,473.16,5592748863.0
1011,5918220478,2160.0,4887388535.0
1012,5918298167,2816.73,4331793912.0
1013,5919530773,,
1014,6151435073,1985.49,4581937018.0
1015,6152579959,77522.18,5054957682.0
1016,5919558120,,
1017,5919567762,12419.87,6528703592.0
1018,6152735629,1717.39,5144962690.0
1019,5919587055,2810.41,270993.0
1020,5919614681,,
1021,5919640111,,
1022,5919667260,193876.93,2493674840.0
1023,5919673524,,
1024,5922671131,17.39,6089193983.0
1025,5922720688,23726.77,2795475022.0
